Election Year,County,Race,Gender,Voted,Registered
11/1/2018,COWETA,HISP-LT,UNKNOWN,2,6
11/1/2018,BALDWIN,BLACK,FEMALE,3898,5950
11/1/2018,CATOOSA,ASIA-PI,MALE,32,119
11/1/2016,FRANKLIN,UNKNOWN,MALE,122,258
11/1/2016,LAMAR,NATIVE-AM,FEMALE,1,2
11/1/2018,NEWTON,HISP-LT,FEMALE,306,708
11/1/2018,BRYAN,NATIVE-AM,UNKNOWN,0,0
11/1/2016,TALBOT,OTHER,MALE,4,7
11/1/2018,JACKSON,WHITE,UNKNOWN,14,24
11/1/2018,WAYNE,WHITE,FEMALE,4341,6834
11/1/2018,JEFFERSON,BLACK,UNKNOWN,4,8
11/1/2018,HENRY,HISP-LT,MALE,814,2062
11/1/2016,OCONEE,BLACK,MALE,264,469
11/1/2016,TATTNALL,UNKNOWN,MALE,105,260
11/1/2016,TWIGGS,UNKNOWN,MALE,69,138
11/1/2016,HEARD,OTHER,FEMALE,7,15
11/1/2018,DODGE,OTHER,UNKNOWN,0,0
11/1/2016,ELBERT,NATIVE-AM,UNKNOWN,0,0
11/1/2018,RABUN,WHITE,FEMALE,3682,5841
11/1/2018,QUITMAN,ASIA-PI,MALE,2,3
11/1/2016,WALKER,NATIVE-AM,UNKNOWN,0,0
11/1/2016,MADISON,OTHER,FEMALE,27,45
11/1/2016,HABERSHAM,HISP-LT,UNKNOWN,0,0
11/1/2016,WHEELER,OTHER,FEMALE,0,6
11/1/2016,MACON,WHITE,FEMALE,878,1275
11/1/2018,PIERCE,UNKNOWN,UNKNOWN,0,2
11/1/2016,WARE,UNKNOWN,UNKNOWN,4,7
11/1/2018,HARALSON,OTHER,MALE,19,34
11/1/2016,TOOMBS,BLACK,UNKNOWN,2,3
11/1/2018,MARION,ASIA-PI,FEMALE,6,21
11/1/2016,SCREVEN,WHITE,FEMALE,1951,2746
11/1/2018,GREENE,BLACK,UNKNOWN,1,1
11/1/2016,LINCOLN,WHITE,FEMALE,1474,1985
11/1/2016,TALBOT,NATIVE-AM,MALE,0,0
11/1/2018,CHATTOOGA,ASIA-PI,UNKNOWN,0,0
11/1/2018,BUTTS,OTHER,MALE,21,61
11/1/2018,TREUTLEN,NATIVE-AM,FEMALE,0,3
11/1/2016,CHATTOOGA,HISP-LT,UNKNOWN,0,0
11/1/2018,HOUSTON,WHITE,UNKNOWN,18,44
11/1/2018,BARTOW,HISP-LT,FEMALE,367,880
11/1/2016,MONROE,ASIA-PI,UNKNOWN,0,0
11/1/2018,GWINNETT,WHITE,MALE,71745,115622
11/1/2018,IRWIN,OTHER,FEMALE,4,7
11/1/2018,LAURENS,NATIVE-AM,UNKNOWN,0,0
11/1/2018,CAMDEN,HISP-LT,FEMALE,129,417
11/1/2018,TIFT,NATIVE-AM,FEMALE,2,7
11/1/2016,WILKES,UNKNOWN,FEMALE,47,79
11/1/2016,TREUTLEN,ASIA-PI,MALE,0,3
11/1/2018,WILKINSON,NATIVE-AM,UNKNOWN,0,0
11/1/2012,TAYLOR,WHITE,MALE,993,1241
11/1/2010,LINCOLN,OTHER,MALE,1,7
11/1/2010,MACON,OTHER,MALE,0,6
11/1/2012,ATKINSON,ASIA-PI,MALE,2,2
11/1/2012,LINCOLN,ASIA-PI,MALE,3,5
11/1/2010,BURKE,NATIVE-AM,MALE,1,2
11/1/2012,NEWTON,OTHER,MALE,55,112
11/1/2012,MONROE,OTHER,MALE,30,44
11/1/2012,HABERSHAM,WHITE,MALE,6500,8688
11/1/2010,LAURENS,NATIVE-AM,FEMALE,0,1
11/1/2012,MUSCOGEE,BLACK,MALE,11922,19508
11/1/2010,HABERSHAM,OTHER,FEMALE,8,38
11/1/2012,CHEROKEE,ASIA-PI,MALE,300,472
11/1/2010,BAKER,HISP-LT,MALE,1,2
11/1/2012,TIFT,NATIVE-AM,FEMALE,0,1
11/1/2010,ECHOLS,WHITE,FEMALE,286,739
11/1/2010,ATKINSON,OTHER,FEMALE,0,1
11/1/2010,TIFT,HISP-LT,FEMALE,20,114
11/1/2010,JOHNSON,WHITE,FEMALE,972,1666
11/1/2010,DOUGLAS,UNKNOWN,UNKNOWN,1775,4937
11/1/2012,WASHINGTON,BLACK,MALE,1542,2329
11/1/2010,OGLETHORPE,WHITE,MALE,1824,3016
11/1/2012,RABUN,HISP-LT,MALE,18,45
11/1/2010,GREENE,HISP-LT,FEMALE,8,20
11/1/2010,MILLER,WHITE,MALE,717,1208
11/1/2012,CLAYTON,BLACK,FEMALE,44910,58542
11/1/2012,TROUP,UNKNOWN,UNKNOWN,774,1270
11/1/2012,WILCOX,HISP-LT,MALE,6,11
11/1/2012,EVANS,ASIA-PI,FEMALE,4,11
11/1/2012,EVANS,OTHER,MALE,4,7
11/1/2012,UPSON,ASIA-PI,FEMALE,6,12
11/1/2012,GRADY,UNKNOWN,UNKNOWN,203,397
11/1/2012,GLASCOCK,WHITE,MALE,562,711
11/1/2010,LIBERTY,HISP-LT,MALE,97,412
11/1/2012,WILKINSON,BLACK,FEMALE,1184,1347
11/1/2012,BUTTS,WHITE,FEMALE,3489,4274
11/1/2012,MADISON,WHITE,MALE,4586,5707
11/1/2010,ROCKDALE,BLACK,FEMALE,6977,11433
11/1/2012,LINCOLN,WHITE,MALE,1462,1748
11/1/2010,WEBSTER,UNKNOWN,UNKNOWN,5,9
11/1/2012,OGLETHORPE,NATIVE-AM,MALE,0,0
11/1/2010,CHEROKEE,WHITE,MALE,28763,48240
11/1/2012,LONG,BLACK,FEMALE,590,886
11/1/2010,JOHNSON,HISP-LT,FEMALE,0,2
11/1/2012,CARROLL,BLACK,FEMALE,4433,6081
11/1/2012,LEE,OTHER,MALE,36,55
11/1/2010,NEWTON,HISP-LT,FEMALE,93,311
11/1/2012,MURRAY,OTHER,FEMALE,19,39
11/1/2012,FORSYTH,WHITE,MALE,33640,41340
11/1/2012,SUMTER,OTHER,FEMALE,32,47
11/1/2010,LAMAR,WHITE,MALE,1837,3256
11/1/2010,SUMTER,BLACK,FEMALE,2304,4298
11/1/2012,CRISP,WHITE,MALE,2065,2657
11/1/2010,PAULDING,OTHER,MALE,114,306
11/1/2010,CRISP,NATIVE-AM,MALE,0,3
11/1/2012,JEFFERSON,NATIVE-AM,FEMALE,0,0
11/1/2010,GWINNETT,UNKNOWN,UNKNOWN,11328,30982
11/1/2012,BARTOW,UNKNOWN,UNKNOWN,2143,3790
11/1/2010,HENRY,BLACK,MALE,8040,15975
11/1/2012,MACON,WHITE,FEMALE,889,1168
11/1/2012,CLINCH,OTHER,MALE,1,1
11/1/2012,GILMER,HISP-LT,FEMALE,31,67
11/1/2010,TALIAFERRO,BLACK,MALE,213,374
11/1/2010,WHEELER,NATIVE-AM,FEMALE,0,1
11/1/2012,HOUSTON,OTHER,FEMALE,233,404
11/1/2012,MERIWETHER,NATIVE-AM,MALE,0,0
11/1/2010,WARREN,NATIVE-AM,FEMALE,0,1
11/1/2010,CHATHAM,BLACK,FEMALE,16743,30219
11/1/2010,APPLING,OTHER,MALE,2,12
11/1/2010,CLAYTON,ASIA-PI,FEMALE,193,1207
11/1/2012,TALBOT,BLACK,FEMALE,1225,1489
11/1/2010,CAMDEN,OTHER,FEMALE,35,185
11/1/2010,PICKENS,OTHER,FEMALE,6,19
11/1/2012,FLOYD,UNKNOWN,UNKNOWN,647,1329
11/1/2012,MACON,OTHER,FEMALE,7,12
11/1/2012,JONES,HISP-LT,MALE,13,22
11/1/2012,COWETA,NATIVE-AM,FEMALE,1,1
11/1/2012,JACKSON,BLACK,FEMALE,850,1103
11/1/2012,WORTH,HISP-LT,FEMALE,11,21
11/1/2012,FAYETTE,UNKNOWN,UNKNOWN,5623,7969
11/1/2012,ELBERT,BLACK,FEMALE,1448,1986
11/1/2010,COFFEE,ASIA-PI,FEMALE,9,32
11/1/2012,SUMTER,NATIVE-AM,MALE,0,0
11/1/2012,BEN HILL,BLACK,FEMALE,1356,1835
11/1/2012,NEWTON,OTHER,FEMALE,111,172
11/1/2010,JEFFERSON,BLACK,FEMALE,1603,3060
11/1/2010,TOWNS,HISP-LT,MALE,1,6
11/1/2010,BUTTS,OTHER,MALE,9,24
11/1/2012,LEE,ASIA-PI,FEMALE,37,80
11/1/2012,MADISON,OTHER,MALE,18,27
11/1/2012,LINCOLN,NATIVE-AM,MALE,2,2
11/1/2012,BULLOCH,NATIVE-AM,FEMALE,2,6
11/1/2010,ATKINSON,WHITE,MALE,572,1329
11/1/2010,EMANUEL,BLACK,MALE,467,1295
11/1/2010,SCHLEY,ASIA-PI,MALE,2,3
11/1/2010,WARREN,OTHER,FEMALE,1,2
11/1/2012,MORGAN,BLACK,MALE,662,1022
11/1/2012,EARLY,NATIVE-AM,FEMALE,0,0
11/1/2010,RICHMOND,NATIVE-AM,MALE,7,14
11/1/2012,TELFAIR,ASIA-PI,MALE,3,8
11/1/2012,BURKE,ASIA-PI,FEMALE,11,22
11/1/2010,BRANTLEY,BLACK,FEMALE,64,159
11/1/2010,SCHLEY,HISP-LT,FEMALE,1,6
11/1/2010,BEN HILL,NATIVE-AM,MALE,0,0
11/1/2010,LUMPKIN,NATIVE-AM,FEMALE,10,15
11/1/2010,BEN HILL,HISP-LT,FEMALE,3,46
11/1/2012,BROOKS,HISP-LT,MALE,12,24
11/1/2012,BIBB,OTHER,MALE,103,214
11/1/2012,CALHOUN,NATIVE-AM,FEMALE,0,0
11/1/2010,LIBERTY,UNKNOWN,UNKNOWN,198,1267
11/1/2012,LAURENS,HISP-LT,FEMALE,34,57
11/1/2012,COLUMBIA,BLACK,MALE,3441,4825
11/1/2010,GLASCOCK,ASIA-PI,FEMALE,0,0
11/1/2012,JEFFERSON,HISP-LT,FEMALE,8,13
11/1/2012,COOK,NATIVE-AM,FEMALE,0,0
11/1/2010,TWIGGS,OTHER,MALE,0,3
11/1/2010,DOUGHERTY,NATIVE-AM,MALE,1,6
11/1/2010,TELFAIR,NATIVE-AM,FEMALE,0,0
11/1/2012,OGLETHORPE,WHITE,FEMALE,2654,3170
11/1/2012,FRANKLIN,OTHER,MALE,1,10
11/1/2012,COLQUITT,NATIVE-AM,MALE,1,2
11/1/2012,TAYLOR,WHITE,FEMALE,1093,1387
11/1/2010,TERRELL,HISP-LT,FEMALE,0,3
11/1/2010,PAULDING,HISP-LT,FEMALE,142,551
11/1/2010,DADE,NATIVE-AM,FEMALE,0,1
11/1/2010,MORGAN,BLACK,MALE,412,998
11/1/2010,WARREN,UNKNOWN,UNKNOWN,8,30
11/1/2012,GILMER,NATIVE-AM,FEMALE,1,1
11/1/2012,JACKSON,ASIA-PI,MALE,45,117
11/1/2012,BARTOW,WHITE,MALE,14123,19040
11/1/2012,LONG,HISP-LT,MALE,29,79
11/1/2012,CRAWFORD,OTHER,MALE,6,13
11/1/2012,COOK,OTHER,FEMALE,10,23
11/1/2012,WASHINGTON,WHITE,MALE,2108,2676
11/1/2012,BIBB,ASIA-PI,FEMALE,168,304
11/1/2012,COWETA,ASIA-PI,FEMALE,161,268
11/1/2012,WHITE,NATIVE-AM,MALE,0,0
11/1/2012,DECATUR,NATIVE-AM,FEMALE,1,3
11/1/2012,BRANTLEY,BLACK,FEMALE,117,168
11/1/2012,GREENE,UNKNOWN,UNKNOWN,336,444
11/1/2012,TATTNALL,UNKNOWN,UNKNOWN,157,283
11/1/2010,HOUSTON,NATIVE-AM,MALE,3,11
11/1/2012,COLUMBIA,ASIA-PI,FEMALE,570,920
11/1/2010,TALBOT,BLACK,MALE,519,1075
11/1/2012,TREUTLEN,OTHER,MALE,0,1
11/1/2012,FANNIN,OTHER,FEMALE,9,15
11/1/2012,MADISON,NATIVE-AM,FEMALE,0,0
11/1/2010,CHATTAHOOCHEE,UNKNOWN,UNKNOWN,7,51
11/1/2010,FORSYTH,NATIVE-AM,FEMALE,1,10
11/1/2012,HEARD,BLACK,MALE,179,259
11/1/2010,CARROLL,HISP-LT,MALE,54,204
11/1/2012,THOMAS,BLACK,FEMALE,3912,5110
11/1/2010,HEARD,ASIA-PI,MALE,1,4
11/1/2012,WEBSTER,UNKNOWN,UNKNOWN,10,13
11/1/2010,MUSCOGEE,HISP-LT,MALE,193,845
11/1/2012,COLQUITT,ASIA-PI,MALE,15,31
11/1/2012,SCHLEY,NATIVE-AM,FEMALE,0,0
11/1/2012,BAKER,NATIVE-AM,FEMALE,0,0
11/1/2012,RICHMOND,ASIA-PI,FEMALE,267,460
11/1/2012,EMANUEL,NATIVE-AM,MALE,1,2
11/1/2010,WHITFIELD,BLACK,FEMALE,365,909
11/1/2010,WALKER,NATIVE-AM,MALE,1,2
11/1/2010,LEE,HISP-LT,MALE,7,32
11/1/2012,WHEELER,NATIVE-AM,MALE,0,0
11/1/2010,JOHNSON,OTHER,FEMALE,0,2
11/1/2010,UNION,ASIA-PI,FEMALE,14,16
11/1/2012,TERRELL,WHITE,MALE,926,1147
11/1/2012,BALDWIN,BLACK,MALE,2459,3486
11/1/2010,HOUSTON,BLACK,MALE,3963,8066
11/1/2010,SUMTER,NATIVE-AM,MALE,0,0
11/1/2012,TOOMBS,WHITE,FEMALE,3779,4992
11/1/2010,MCDUFFIE,NATIVE-AM,FEMALE,0,1
11/1/2012,ATKINSON,NATIVE-AM,MALE,0,0
11/1/2012,EVANS,OTHER,FEMALE,2,10
11/1/2010,WHITFIELD,NATIVE-AM,FEMALE,0,3
11/1/2012,SCHLEY,HISP-LT,FEMALE,2,5
11/1/2012,APPLING,NATIVE-AM,MALE,2,2
11/1/2010,FULTON,BLACK,MALE,37802,90027
11/1/2010,SCHLEY,ASIA-PI,FEMALE,3,5
11/1/2010,TALIAFERRO,HISP-LT,MALE,0,0
11/1/2010,BUTTS,NATIVE-AM,MALE,0,1
11/1/2010,MADISON,OTHER,FEMALE,5,20
11/1/2012,LAMAR,OTHER,MALE,8,20
11/1/2010,TATTNALL,BLACK,FEMALE,440,1090
11/1/2010,FLOYD,ASIA-PI,FEMALE,34,153
11/1/2012,SCHLEY,HISP-LT,MALE,1,5
11/1/2012,BERRIEN,HISP-LT,FEMALE,22,33
11/1/2010,ROCKDALE,OTHER,MALE,50,174
11/1/2012,MCINTOSH,BLACK,MALE,883,1205
11/1/2010,MERIWETHER,NATIVE-AM,MALE,0,0
11/1/2010,TURNER,OTHER,MALE,1,5
11/1/2012,TELFAIR,OTHER,FEMALE,2,3
11/1/2010,COLUMBIA,HISP-LT,MALE,130,410
11/1/2010,COLUMBIA,OTHER,FEMALE,145,503
11/1/2010,RICHMOND,ASIA-PI,MALE,55,252
11/1/2012,MITCHELL,OTHER,FEMALE,3,10
11/1/2012,MONTGOMERY,NATIVE-AM,FEMALE,0,0
11/1/2010,COOK,OTHER,MALE,3,19
11/1/2010,WARREN,HISP-LT,FEMALE,1,2
11/1/2012,COLUMBIA,WHITE,MALE,20775,27656
11/1/2010,MERIWETHER,BLACK,MALE,816,2010
11/1/2010,MCDUFFIE,HISP-LT,MALE,3,17
11/1/2010,SEMINOLE,HISP-LT,FEMALE,3,19
11/1/2012,SCHLEY,OTHER,MALE,3,8
11/1/2012,WASHINGTON,HISP-LT,FEMALE,12,14
11/1/2012,DADE,BLACK,FEMALE,11,25
11/1/2010,PICKENS,HISP-LT,FEMALE,19,64
11/1/2010,RANDOLPH,NATIVE-AM,MALE,0,0
11/1/2012,FULTON,OTHER,FEMALE,2824,4539
11/1/2010,CHATTOOGA,UNKNOWN,UNKNOWN,61,241
11/1/2012,DODGE,HISP-LT,FEMALE,6,18
11/1/2010,MONROE,HISP-LT,MALE,6,24
11/1/2012,CHEROKEE,WHITE,MALE,39970,51469
11/1/2010,CHARLTON,NATIVE-AM,MALE,0,0
11/1/2010,CLAY,HISP-LT,FEMALE,0,1
11/1/2010,JACKSON,ASIA-PI,FEMALE,25,124
11/1/2012,TALIAFERRO,ASIA-PI,MALE,0,0
11/1/2012,MADISON,HISP-LT,MALE,21,37
11/1/2010,EFFINGHAM,NATIVE-AM,MALE,1,3
11/1/2010,CHARLTON,WHITE,MALE,822,1661
11/1/2012,CLAYTON,WHITE,FEMALE,8171,11540
11/1/2010,NEWTON,NATIVE-AM,MALE,4,12
11/1/2012,TURNER,WHITE,FEMALE,1184,1548
11/1/2010,BARROW,WHITE,MALE,6661,12733
11/1/2012,BROOKS,ASIA-PI,MALE,2,5
11/1/2010,COLQUITT,WHITE,FEMALE,3865,7379
11/1/2012,DAWSON,NATIVE-AM,MALE,1,4
11/1/2012,CHATHAM,NATIVE-AM,MALE,15,29
11/1/2010,WAYNE,HISP-LT,FEMALE,5,48
11/1/2012,GREENE,NATIVE-AM,MALE,0,0
11/1/2012,LONG,WHITE,MALE,1216,1971
11/1/2012,BARTOW,NATIVE-AM,MALE,4,9
11/1/2010,THOMAS,ASIA-PI,FEMALE,13,30
11/1/2010,MONROE,UNKNOWN,UNKNOWN,260,578
11/1/2010,MCDUFFIE,OTHER,FEMALE,2,9
11/1/2010,PEACH,NATIVE-AM,FEMALE,2,4
11/1/2012,HENRY,UNKNOWN,UNKNOWN,6870,10020
11/1/2012,BANKS,WHITE,FEMALE,3064,4287
11/1/2012,WALTON,ASIA-PI,MALE,52,109
11/1/2010,PIERCE,NATIVE-AM,FEMALE,1,1
11/1/2012,ELBERT,UNKNOWN,UNKNOWN,98,176
11/1/2010,PEACH,BLACK,MALE,1241,3040
11/1/2012,TROUP,NATIVE-AM,MALE,0,1
11/1/2012,HEARD,WHITE,MALE,1704,2185
11/1/2012,APPLING,BLACK,MALE,479,803
11/1/2010,CHATTOOGA,NATIVE-AM,MALE,0,1
11/1/2010,COBB,BLACK,FEMALE,29433,51480
11/1/2010,DOUGHERTY,UNKNOWN,UNKNOWN,386,1158
11/1/2012,DECATUR,NATIVE-AM,MALE,0,0
11/1/2010,CHEROKEE,HISP-LT,MALE,319,1055
11/1/2012,PULASKI,ASIA-PI,MALE,7,9
11/1/2012,FRANKLIN,BLACK,MALE,161,308
11/1/2012,BIBB,NATIVE-AM,MALE,12,17
11/1/2010,SCREVEN,HISP-LT,MALE,3,9
11/1/2012,GWINNETT,UNKNOWN,UNKNOWN,20311,34494
11/1/2012,SPALDING,NATIVE-AM,MALE,4,5
11/1/2012,WARREN,OTHER,FEMALE,4,5
11/1/2012,CALHOUN,ASIA-PI,FEMALE,6,8
11/1/2010,THOMAS,OTHER,MALE,10,28
11/1/2012,BACON,WHITE,MALE,1539,1928
11/1/2010,TAYLOR,OTHER,FEMALE,1,3
11/1/2010,WALKER,WHITE,MALE,5726,14176
11/1/2010,MCINTOSH,WHITE,FEMALE,1591,2636
11/1/2012,WASHINGTON,ASIA-PI,FEMALE,1,7
11/1/2010,SCREVEN,WHITE,FEMALE,1080,2476
11/1/2010,FORSYTH,WHITE,FEMALE,25258,44885
11/1/2012,MARION,OTHER,MALE,9,12
11/1/2010,DADE,OTHER,MALE,1,7
11/1/2010,FLOYD,UNKNOWN,UNKNOWN,229,942
11/1/2010,LAURENS,BLACK,FEMALE,2378,4935
11/1/2010,DAWSON,OTHER,MALE,12,26
11/1/2010,TAYLOR,WHITE,MALE,751,1234
11/1/2010,COFFEE,UNKNOWN,UNKNOWN,18,79
11/1/2012,JENKINS,BLACK,FEMALE,801,1098
11/1/2012,BEN HILL,ASIA-PI,FEMALE,7,13
11/1/2012,HANCOCK,HISP-LT,MALE,2,4
11/1/2010,MONROE,OTHER,MALE,13,37
11/1/2010,EMANUEL,WHITE,MALE,1830,3245
11/1/2010,HALL,BLACK,MALE,937,2383
11/1/2010,FULTON,BLACK,FEMALE,66166,121861
11/1/2012,THOMAS,UNKNOWN,UNKNOWN,694,1084
11/1/2012,PAULDING,OTHER,MALE,205,310
11/1/2010,HANCOCK,BLACK,MALE,884,1908
11/1/2012,GLASCOCK,UNKNOWN,UNKNOWN,29,46
11/1/2010,CAMDEN,WHITE,MALE,3796,8085
11/1/2012,SPALDING,HISP-LT,MALE,56,113
11/1/2012,PIKE,WHITE,FEMALE,3630,4590
11/1/2012,DOOLY,NATIVE-AM,MALE,0,0
11/1/2012,MARION,WHITE,FEMALE,1043,1404
11/1/2010,RABUN,WHITE,FEMALE,2797,4789
11/1/2010,WALKER,OTHER,FEMALE,13,65
11/1/2012,BIBB,HISP-LT,FEMALE,144,249
11/1/2012,DEKALB,NATIVE-AM,MALE,40,101
11/1/2012,ELBERT,OTHER,FEMALE,4,12
11/1/2012,WARREN,WHITE,MALE,536,634
11/1/2010,SEMINOLE,WHITE,FEMALE,1044,1780
11/1/2012,BARROW,UNKNOWN,UNKNOWN,1017,1885
11/1/2010,BEN HILL,HISP-LT,MALE,5,35
11/1/2010,FAYETTE,NATIVE-AM,MALE,1,2
11/1/2010,DOUGLAS,BLACK,MALE,5119,10253
11/1/2012,BERRIEN,WHITE,MALE,2583,3350
11/1/2012,WAYNE,OTHER,FEMALE,22,38
11/1/2012,EVANS,ASIA-PI,MALE,4,5
11/1/2010,SCHLEY,BLACK,FEMALE,153,327
11/1/2012,JENKINS,OTHER,MALE,2,3
11/1/2012,CAMDEN,HISP-LT,FEMALE,123,239
11/1/2010,DAWSON,BLACK,MALE,3,17
11/1/2012,COWETA,NATIVE-AM,MALE,1,1
11/1/2010,TIFT,ASIA-PI,MALE,8,35
11/1/2010,NEWTON,WHITE,MALE,8108,14189
11/1/2012,BALDWIN,OTHER,FEMALE,32,55
11/1/2012,TREUTLEN,UNKNOWN,UNKNOWN,32,60
11/1/2012,GILMER,UNKNOWN,UNKNOWN,337,562
11/1/2010,RICHMOND,WHITE,FEMALE,11545,22153
11/1/2012,MILLER,OTHER,MALE,0,0
11/1/2010,TREUTLEN,BLACK,FEMALE,248,708
11/1/2012,TOWNS,WHITE,FEMALE,3245,4039
11/1/2012,DAWSON,WHITE,FEMALE,5319,6702
11/1/2012,EARLY,BLACK,MALE,881,1403
11/1/2010,TOWNS,HISP-LT,FEMALE,2,4
11/1/2012,BUTTS,BLACK,FEMALE,1275,1493
11/1/2010,BACON,HISP-LT,MALE,2,11
11/1/2010,TURNER,HISP-LT,FEMALE,2,8
11/1/2010,BROOKS,OTHER,MALE,9,23
11/1/2010,WORTH,BLACK,MALE,486,1158
11/1/2010,WILKINSON,BLACK,MALE,528,964
11/1/2012,COBB,OTHER,FEMALE,2664,3895
11/1/2012,BROOKS,BLACK,FEMALE,1520,1992
11/1/2010,TROUP,BLACK,MALE,1412,4165
11/1/2010,DOOLY,HISP-LT,FEMALE,2,20
11/1/2012,MADISON,ASIA-PI,MALE,14,23
11/1/2010,CATOOSA,BLACK,MALE,89,252
11/1/2012,WORTH,NATIVE-AM,MALE,0,0
11/1/2012,LANIER,BLACK,FEMALE,427,550
11/1/2012,FLOYD,OTHER,FEMALE,40,78
11/1/2010,LONG,HISP-LT,MALE,9,59
11/1/2012,MACON,HISP-LT,MALE,4,10
11/1/2012,WALTON,OTHER,MALE,72,121
11/1/2010,TALIAFERRO,ASIA-PI,MALE,0,0
11/1/2010,BACON,WHITE,FEMALE,1158,2238
11/1/2012,TURNER,ASIA-PI,MALE,3,7
11/1/2012,MORGAN,WHITE,FEMALE,3644,4518
11/1/2010,SCHLEY,BLACK,MALE,91,222
11/1/2012,MITCHELL,UNKNOWN,UNKNOWN,143,255
11/1/2012,WALTON,HISP-LT,FEMALE,115,186
11/1/2010,MORGAN,NATIVE-AM,MALE,0,0
11/1/2012,WALKER,NATIVE-AM,FEMALE,1,2
11/1/2010,LUMPKIN,WHITE,FEMALE,4087,7233
11/1/2010,CALHOUN,UNKNOWN,UNKNOWN,10,27
11/1/2010,LONG,UNKNOWN,UNKNOWN,66,337
11/1/2012,FORSYTH,UNKNOWN,UNKNOWN,5603,7953
11/1/2010,CLINCH,OTHER,MALE,0,2
11/1/2012,CHEROKEE,HISP-LT,MALE,767,1307
11/1/2012,DECATUR,OTHER,FEMALE,18,31
11/1/2010,HARRIS,BLACK,MALE,612,1384
11/1/2012,PAULDING,OTHER,FEMALE,241,346
11/1/2010,WORTH,OTHER,MALE,8,16
11/1/2012,CALHOUN,HISP-LT,FEMALE,2,2
11/1/2012,HENRY,HISP-LT,FEMALE,753,1273
11/1/2012,GWINNETT,OTHER,MALE,2838,4404
11/1/2012,LIBERTY,HISP-LT,MALE,213,539
11/1/2012,HARALSON,OTHER,MALE,10,22
11/1/2012,MCINTOSH,BLACK,FEMALE,1245,1526
11/1/2012,PIERCE,OTHER,FEMALE,5,9
11/1/2012,MADISON,WHITE,FEMALE,5099,6410
11/1/2012,BEN HILL,ASIA-PI,MALE,7,11
11/1/2012,WHITFIELD,OTHER,MALE,61,115
11/1/2012,BURKE,BLACK,MALE,1757,2624
11/1/2012,PIKE,WHITE,MALE,3271,4230
11/1/2010,PAULDING,UNKNOWN,UNKNOWN,1458,4487
11/1/2010,EARLY,NATIVE-AM,FEMALE,0,0
11/1/2010,FRANKLIN,NATIVE-AM,FEMALE,0,1
11/1/2010,BALDWIN,WHITE,MALE,3328,5447
11/1/2012,COBB,BLACK,MALE,28270,41309
11/1/2012,ROCKDALE,WHITE,FEMALE,8772,11206
11/1/2012,JOHNSON,ASIA-PI,FEMALE,1,2
11/1/2012,LAMAR,OTHER,FEMALE,13,24
11/1/2010,MONROE,HISP-LT,FEMALE,7,31
11/1/2010,TERRELL,NATIVE-AM,FEMALE,0,1
11/1/2012,LOWNDES,NATIVE-AM,FEMALE,3,4
11/1/2010,CANDLER,ASIA-PI,FEMALE,1,8
11/1/2010,DOUGHERTY,NATIVE-AM,FEMALE,4,7
11/1/2010,LUMPKIN,ASIA-PI,MALE,2,8
11/1/2012,JOHNSON,OTHER,FEMALE,0,1
11/1/2012,DECATUR,ASIA-PI,FEMALE,13,24
11/1/2012,JASPER,OTHER,FEMALE,2,7
11/1/2010,BARROW,HISP-LT,FEMALE,88,380
11/1/2010,CHATTAHOOCHEE,ASIA-PI,FEMALE,4,21
11/1/2010,COWETA,ASIA-PI,FEMALE,68,227
11/1/2010,MITCHELL,ASIA-PI,FEMALE,8,16
11/1/2012,ECHOLS,NATIVE-AM,MALE,0,0
11/1/2010,GORDON,ASIA-PI,MALE,7,51
11/1/2012,TWIGGS,NATIVE-AM,FEMALE,0,0
11/1/2010,GRADY,HISP-LT,FEMALE,5,39
11/1/2010,HART,WHITE,MALE,2656,4857
11/1/2010,UNION,UNKNOWN,UNKNOWN,146,235
11/1/2010,CANDLER,ASIA-PI,MALE,2,5
11/1/2012,CHATTOOGA,BLACK,MALE,284,426
11/1/2012,BERRIEN,HISP-LT,MALE,7,25
11/1/2010,BLECKLEY,NATIVE-AM,MALE,0,0
11/1/2012,CLARKE,UNKNOWN,UNKNOWN,3658,6538
11/1/2010,WORTH,HISP-LT,FEMALE,2,15
11/1/2010,COLQUITT,NATIVE-AM,FEMALE,0,1
11/1/2010,STEPHENS,OTHER,MALE,2,11
11/1/2012,TERRELL,BLACK,MALE,834,1397
11/1/2010,GILMER,NATIVE-AM,FEMALE,0,1
11/1/2010,WARREN,ASIA-PI,FEMALE,4,5
11/1/2012,POLK,BLACK,FEMALE,998,1374
11/1/2010,SCHLEY,NATIVE-AM,MALE,0,0
11/1/2012,FLOYD,HISP-LT,MALE,142,373
11/1/2010,JENKINS,WHITE,MALE,737,1315
11/1/2012,DEKALB,BLACK,MALE,62478,94019
11/1/2010,CLAYTON,WHITE,FEMALE,6438,12144
11/1/2012,DOUGHERTY,HISP-LT,MALE,54,123
11/1/2010,HARALSON,WHITE,FEMALE,3446,7000
11/1/2010,MCDUFFIE,UNKNOWN,UNKNOWN,42,124
11/1/2010,WHITFIELD,ASIA-PI,FEMALE,16,114
11/1/2010,THOMAS,WHITE,MALE,4364,7201
11/1/2010,COLQUITT,OTHER,MALE,12,42
11/1/2010,COFFEE,BLACK,MALE,658,2158
11/1/2010,MITCHELL,NATIVE-AM,FEMALE,0,0
