Election Year,County,Race,Gender,Voted,Registered
11/1/2014,WHITE,BLACK,FEMALE,36,106
11/1/2014,WHITE,BLACK,UNKNOWN,0,0
11/1/2014,WHITE,WHITE,MALE,3613,7114
11/1/2014,WHITE,WHITE,FEMALE,3884,7970
11/1/2014,WHITE,WHITE,UNKNOWN,0,0
11/1/2014,WHITE,ASIA-PI,MALE,5,23
11/1/2014,WHITE,ASIA-PI,FEMALE,8,24
11/1/2014,WHITE,ASIA-PI,UNKNOWN,0,0
11/1/2014,WHITE,HISP-LT,MALE,11,51
11/1/2014,WHITE,HISP-LT,FEMALE,12,51
11/1/2014,WHITE,HISP-LT,UNKNOWN,0,0
11/1/2014,WHITE,NATIVE-AM,MALE,0,2
11/1/2014,WHITE,NATIVE-AM,FEMALE,0,4
11/1/2014,WHITE,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WHITE,OTHER,MALE,8,23
11/1/2014,WHITE,OTHER,FEMALE,7,22
11/1/2014,WHITE,OTHER,UNKNOWN,0,0
11/1/2014,WHITE,UNKNOWN,MALE,63,206
11/1/2014,WHITE,UNKNOWN,FEMALE,75,203
11/1/2014,WHITE,UNKNOWN,UNKNOWN,0,0
11/1/2014,WHITFIELD,BLACK,MALE,250,855
11/1/2014,WHITFIELD,BLACK,FEMALE,364,1036
11/1/2014,WHITFIELD,BLACK,UNKNOWN,0,0
11/1/2014,WHITFIELD,WHITE,MALE,6863,15577
11/1/2014,WHITFIELD,WHITE,FEMALE,7200,18155
11/1/2014,WHITFIELD,WHITE,UNKNOWN,0,5
11/1/2014,WHITFIELD,ASIA-PI,MALE,25,164
11/1/2014,WHITFIELD,ASIA-PI,FEMALE,25,170
11/1/2014,WHITFIELD,ASIA-PI,UNKNOWN,0,0
11/1/2014,WHITFIELD,HISP-LT,MALE,270,2192
11/1/2014,WHITFIELD,HISP-LT,FEMALE,259,2075
11/1/2014,WHITFIELD,HISP-LT,UNKNOWN,0,0
11/1/2014,WHITFIELD,NATIVE-AM,MALE,2,6
11/1/2014,WHITFIELD,NATIVE-AM,FEMALE,1,10
11/1/2014,WHITFIELD,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WHITFIELD,OTHER,MALE,23,139
11/1/2014,WHITFIELD,OTHER,FEMALE,29,157
11/1/2014,WHITFIELD,OTHER,UNKNOWN,0,0
11/1/2014,WHITFIELD,UNKNOWN,MALE,400,2191
11/1/2014,WHITFIELD,UNKNOWN,FEMALE,420,2072
11/1/2014,WHITFIELD,UNKNOWN,UNKNOWN,1,5
11/1/2014,WILCOX,BLACK,MALE,164,573
11/1/2014,WILCOX,BLACK,FEMALE,309,794
11/1/2014,WILCOX,BLACK,UNKNOWN,0,0
11/1/2014,WILCOX,WHITE,MALE,696,1441
11/1/2014,WILCOX,WHITE,FEMALE,749,1597
11/1/2014,WILCOX,WHITE,UNKNOWN,0,0
11/1/2014,WILCOX,ASIA-PI,MALE,0,2
11/1/2014,WILCOX,ASIA-PI,FEMALE,1,2
11/1/2014,WILCOX,ASIA-PI,UNKNOWN,0,0
11/1/2014,WILCOX,HISP-LT,MALE,1,18
11/1/2014,WILCOX,HISP-LT,FEMALE,1,14
11/1/2014,WILCOX,HISP-LT,UNKNOWN,0,0
11/1/2014,WILCOX,NATIVE-AM,MALE,1,1
11/1/2014,WILCOX,NATIVE-AM,FEMALE,0,1
11/1/2014,WILCOX,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WILCOX,OTHER,MALE,1,2
11/1/2014,WILCOX,OTHER,FEMALE,2,6
11/1/2014,WILCOX,OTHER,UNKNOWN,0,0
11/1/2014,WILCOX,UNKNOWN,MALE,5,20
11/1/2014,WILCOX,UNKNOWN,FEMALE,5,10
11/1/2014,WILCOX,UNKNOWN,UNKNOWN,0,0
11/1/2014,WILKES,BLACK,MALE,420,1056
11/1/2014,WILKES,BLACK,FEMALE,755,1535
11/1/2014,WILKES,BLACK,UNKNOWN,0,1
11/1/2014,WILKES,WHITE,MALE,963,1777
11/1/2014,WILKES,WHITE,FEMALE,1023,1917
11/1/2014,WILKES,WHITE,UNKNOWN,0,0
11/1/2014,WILKES,ASIA-PI,MALE,2,5
11/1/2014,WILKES,ASIA-PI,FEMALE,2,6
11/1/2014,WILKES,ASIA-PI,UNKNOWN,0,0
11/1/2014,WILKES,HISP-LT,MALE,1,10
11/1/2014,WILKES,HISP-LT,FEMALE,0,10
11/1/2014,WILKES,HISP-LT,UNKNOWN,0,0
11/1/2014,WILKES,NATIVE-AM,MALE,1,2
11/1/2014,WILKES,NATIVE-AM,FEMALE,0,0
11/1/2014,WILKES,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WILKES,OTHER,MALE,3,12
11/1/2014,WILKES,OTHER,FEMALE,3,8
11/1/2014,WILKES,OTHER,UNKNOWN,0,0
11/1/2014,WILKES,UNKNOWN,MALE,8,49
11/1/2014,WILKES,UNKNOWN,FEMALE,18,49
11/1/2014,WILKES,UNKNOWN,UNKNOWN,0,0
11/1/2014,WILKINSON,BLACK,MALE,503,1073
11/1/2014,WILKINSON,BLACK,FEMALE,849,1483
11/1/2014,WILKINSON,BLACK,UNKNOWN,0,1
11/1/2014,WILKINSON,WHITE,MALE,891,1578
11/1/2014,WILKINSON,WHITE,FEMALE,970,1755
11/1/2014,WILKINSON,WHITE,UNKNOWN,0,0
11/1/2014,WILKINSON,ASIA-PI,MALE,1,4
11/1/2014,WILKINSON,ASIA-PI,FEMALE,1,7
11/1/2014,WILKINSON,ASIA-PI,UNKNOWN,0,0
11/1/2014,WILKINSON,HISP-LT,MALE,1,3
11/1/2014,WILKINSON,HISP-LT,FEMALE,1,6
11/1/2014,WILKINSON,HISP-LT,UNKNOWN,0,0
11/1/2014,WILKINSON,NATIVE-AM,MALE,1,1
11/1/2014,WILKINSON,NATIVE-AM,FEMALE,0,0
11/1/2014,WILKINSON,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WILKINSON,OTHER,MALE,2,10
11/1/2014,WILKINSON,OTHER,FEMALE,0,6
11/1/2014,WILKINSON,OTHER,UNKNOWN,0,0
11/1/2014,WILKINSON,UNKNOWN,MALE,18,52
11/1/2014,WILKINSON,UNKNOWN,FEMALE,16,46
11/1/2014,WILKINSON,UNKNOWN,UNKNOWN,0,1
11/1/2014,WORTH,BLACK,MALE,392,1366
11/1/2014,WORTH,BLACK,FEMALE,689,1915
11/1/2014,WORTH,BLACK,UNKNOWN,0,0
11/1/2014,WORTH,WHITE,MALE,2036,4098
11/1/2014,WORTH,WHITE,FEMALE,2040,4603
11/1/2014,WORTH,WHITE,UNKNOWN,1,1
11/1/2014,WORTH,ASIA-PI,MALE,1,11
11/1/2014,WORTH,ASIA-PI,FEMALE,8,17
11/1/2014,WORTH,ASIA-PI,UNKNOWN,0,0
11/1/2014,WORTH,HISP-LT,MALE,1,22
11/1/2014,WORTH,HISP-LT,FEMALE,6,25
11/1/2014,WORTH,HISP-LT,UNKNOWN,0,0
11/1/2014,WORTH,NATIVE-AM,MALE,0,1
11/1/2014,WORTH,NATIVE-AM,FEMALE,1,2
11/1/2014,WORTH,NATIVE-AM,UNKNOWN,0,0
11/1/2014,WORTH,OTHER,MALE,9,26
11/1/2014,WORTH,OTHER,FEMALE,10,33
11/1/2014,WORTH,OTHER,UNKNOWN,0,0
11/1/2014,WORTH,UNKNOWN,MALE,42,173
11/1/2014,WORTH,UNKNOWN,FEMALE,39,130
11/1/2014,WORTH,UNKNOWN,UNKNOWN,0,1
11/1/2018,EVANS,NATIVE-AM,UNKNOWN,0,0
11/1/2018,CHARLTON,ASIA-PI,UNKNOWN,0,0
11/1/2018,CATOOSA,HISP-LT,MALE,59,153
11/1/2016,WHITE,HISP-LT,UNKNOWN,0,0
11/1/2018,ECHOLS,UNKNOWN,UNKNOWN,1,1
11/1/2018,CALHOUN,WHITE,FEMALE,437,626
11/1/2018,SUMTER,UNKNOWN,FEMALE,115,290
11/1/2016,CHATHAM,NATIVE-AM,MALE,35,117
11/1/2016,JASPER,UNKNOWN,MALE,63,164
11/1/2016,CLAY,NATIVE-AM,FEMALE,0,0
11/1/2016,TATTNALL,WHITE,UNKNOWN,6,9
11/1/2018,WHITE,WHITE,UNKNOWN,3,5
11/1/2016,LAURENS,NATIVE-AM,FEMALE,4,13
11/1/2016,BACON,UNKNOWN,MALE,73,149
11/1/2016,BLECKLEY,OTHER,FEMALE,10,13
11/1/2016,EMANUEL,ASIA-PI,UNKNOWN,0,0
11/1/2018,JEFF DAVIS,ASIA-PI,MALE,3,9
11/1/2016,EMANUEL,HISP-LT,UNKNOWN,0,0
11/1/2018,HALL,WHITE,UNKNOWN,43,84
11/1/2018,JENKINS,BLACK,UNKNOWN,0,0
11/1/2018,WALTON,WHITE,MALE,13514,20709
11/1/2016,PIKE,NATIVE-AM,MALE,2,4
11/1/2018,PULASKI,NATIVE-AM,MALE,1,1
11/1/2018,CRISP,NATIVE-AM,UNKNOWN,0,0
11/1/2016,WEBSTER,UNKNOWN,UNKNOWN,0,0
11/1/2018,HALL,OTHER,FEMALE,260,519
11/1/2016,TWIGGS,WHITE,MALE,1022,1562
11/1/2018,BRYAN,OTHER,UNKNOWN,1,1
11/1/2016,LUMPKIN,WHITE,UNKNOWN,4,4
11/1/2018,WASHINGTON,OTHER,MALE,10,15
11/1/2016,LIBERTY,HISP-LT,UNKNOWN,0,1
11/1/2018,PICKENS,BLACK,MALE,34,94
11/1/2016,MCINTOSH,HISP-LT,FEMALE,13,36
11/1/2018,GLYNN,ASIA-PI,FEMALE,101,275
11/1/2016,COBB,NATIVE-AM,MALE,156,287
11/1/2016,MITCHELL,NATIVE-AM,FEMALE,1,3
11/1/2016,JASPER,BLACK,UNKNOWN,0,0
11/1/2018,MORGAN,HISP-LT,MALE,22,55
11/1/2018,SUMTER,NATIVE-AM,MALE,1,3
11/1/2016,BARTOW,OTHER,UNKNOWN,0,0
11/1/2018,GLYNN,ASIA-PI,MALE,74,227
11/1/2018,BROOKS,BLACK,MALE,650,1665
11/1/2018,WILCOX,HISP-LT,MALE,3,19
11/1/2018,CANDLER,BLACK,FEMALE,422,720
11/1/2016,EMANUEL,BLACK,UNKNOWN,0,2
11/1/2016,WILCOX,UNKNOWN,MALE,13,27
11/1/2016,LUMPKIN,WHITE,MALE,5459,8063
11/1/2016,FLOYD,UNKNOWN,MALE,766,1905
11/1/2018,POLK,UNKNOWN,FEMALE,262,700
11/1/2018,LANIER,NATIVE-AM,MALE,1,5
11/1/2018,HANCOCK,OTHER,MALE,4,8
11/1/2016,GWINNETT,BLACK,UNKNOWN,211,324
11/1/2018,SCREVEN,HISP-LT,FEMALE,7,16
11/1/2018,SUMTER,ASIA-PI,UNKNOWN,0,0
11/1/2016,CANDLER,WHITE,MALE,1333,1825
11/1/2016,SPALDING,NATIVE-AM,MALE,7,13
11/1/2016,CHEROKEE,WHITE,FEMALE,50770,70527
11/1/2018,MERIWETHER,WHITE,MALE,2510,3874
11/1/2018,GLASCOCK,HISP-LT,UNKNOWN,0,0
11/1/2018,CLAYTON,HISP-LT,MALE,990,3059
11/1/2016,CHATTOOGA,ASIA-PI,MALE,5,15
11/1/2016,MORGAN,BLACK,FEMALE,1105,1545
11/1/2018,BALDWIN,HISP-LT,UNKNOWN,0,0
11/1/2018,PEACH,OTHER,MALE,19,51
11/1/2018,LINCOLN,UNKNOWN,FEMALE,92,192
11/1/2018,EARLY,NATIVE-AM,MALE,0,1
11/1/2018,STEPHENS,UNKNOWN,FEMALE,172,529
11/1/2016,BROOKS,BLACK,UNKNOWN,0,0
11/1/2016,DADE,UNKNOWN,UNKNOWN,0,0
11/1/2018,ATKINSON,HISP-LT,UNKNOWN,0,1
11/1/2018,HALL,BLACK,UNKNOWN,2,6
11/1/2018,CAMDEN,ASIA-PI,UNKNOWN,1,1
11/1/2016,DOOLY,UNKNOWN,UNKNOWN,2,1
11/1/2016,WHEELER,HISP-LT,FEMALE,10,14
11/1/2018,CLARKE,NATIVE-AM,MALE,18,36
11/1/2016,DOUGHERTY,BLACK,FEMALE,14226,24456
11/1/2016,PAULDING,HISP-LT,FEMALE,740,1215
11/1/2018,WEBSTER,OTHER,MALE,3,6
11/1/2016,ELBERT,HISP-LT,FEMALE,23,54
11/1/2018,LONG,OTHER,FEMALE,18,61
11/1/2016,DOUGHERTY,ASIA-PI,FEMALE,56,147
11/1/2016,HARALSON,BLACK,UNKNOWN,0,0
11/1/2016,SEMINOLE,WHITE,MALE,1230,1815
11/1/2016,IRWIN,OTHER,MALE,3,5
11/1/2016,JENKINS,NATIVE-AM,FEMALE,0,3
11/1/2016,DECATUR,OTHER,MALE,17,30
11/1/2018,CLAY,NATIVE-AM,UNKNOWN,0,0
11/1/2018,MADISON,BLACK,FEMALE,556,842
11/1/2018,LINCOLN,ASIA-PI,FEMALE,4,12
11/1/2016,WORTH,UNKNOWN,FEMALE,80,163
11/1/2016,SCREVEN,UNKNOWN,FEMALE,63,141
11/1/2018,LINCOLN,WHITE,UNKNOWN,1,1
11/1/2016,UNION,UNKNOWN,MALE,276,409
11/1/2016,CANDLER,HISP-LT,MALE,20,49
11/1/2016,COOK,OTHER,UNKNOWN,0,0
11/1/2016,TALBOT,HISP-LT,FEMALE,6,14
11/1/2016,COLUMBIA,HISP-LT,UNKNOWN,0,2
11/1/2016,FORSYTH,BLACK,MALE,1031,1659
11/1/2018,RANDOLPH,NATIVE-AM,FEMALE,3,4
11/1/2016,OCONEE,WHITE,UNKNOWN,8,11
11/1/2018,WAYNE,HISP-LT,UNKNOWN,0,1
11/1/2016,THOMAS,UNKNOWN,FEMALE,480,853
11/1/2016,HABERSHAM,UNKNOWN,FEMALE,370,634
11/1/2016,PEACH,ASIA-PI,UNKNOWN,0,0
11/1/2018,TELFAIR,NATIVE-AM,FEMALE,1,2
11/1/2018,LOWNDES,HISP-LT,MALE,197,709
11/1/2016,TIFT,HISP-LT,FEMALE,133,285
11/1/2018,BANKS,UNKNOWN,UNKNOWN,4,4
11/1/2016,DOUGLAS,UNKNOWN,FEMALE,2382,4263
11/1/2016,WILCOX,NATIVE-AM,FEMALE,0,2
11/1/2018,CHATTAHOOCHEE,OTHER,MALE,5,35
11/1/2018,WARREN,BLACK,UNKNOWN,1,2
11/1/2016,JACKSON,NATIVE-AM,FEMALE,3,9
11/1/2016,DECATUR,ASIA-PI,MALE,10,23
11/1/2016,GLYNN,BLACK,UNKNOWN,3,7
11/1/2018,ECHOLS,NATIVE-AM,MALE,2,3
11/1/2018,CALHOUN,UNKNOWN,MALE,16,63
11/1/2016,LOWNDES,NATIVE-AM,FEMALE,16,33
11/1/2016,GREENE,OTHER,MALE,11,22
11/1/2018,BIBB,WHITE,UNKNOWN,9,27
11/1/2016,MERIWETHER,BLACK,MALE,1149,2396
11/1/2018,HABERSHAM,HISP-LT,UNKNOWN,1,1
11/1/2018,OCONEE,WHITE,UNKNOWN,14,20
11/1/2016,WILKES,HISP-LT,FEMALE,2,13
11/1/2016,PEACH,HISP-LT,UNKNOWN,0,0
11/1/2018,BAKER,NATIVE-AM,UNKNOWN,0,0
11/1/2018,TATTNALL,UNKNOWN,FEMALE,139,557
11/1/2018,MORGAN,OTHER,UNKNOWN,0,0
11/1/2016,STEPHENS,WHITE,MALE,4089,6458
11/1/2016,CLAYTON,NATIVE-AM,UNKNOWN,0,1
11/1/2018,ELBERT,BLACK,UNKNOWN,0,1
11/1/2018,CHATHAM,NATIVE-AM,UNKNOWN,1,1
11/1/2016,IRWIN,HISP-LT,UNKNOWN,0,0
11/1/2018,CANDLER,OTHER,FEMALE,3,13
11/1/2018,DODGE,HISP-LT,UNKNOWN,0,0
11/1/2018,SCHLEY,BLACK,MALE,113,219
11/1/2018,COLUMBIA,NATIVE-AM,UNKNOWN,0,0
11/1/2018,PUTNAM,BLACK,MALE,626,1296
11/1/2018,MARION,OTHER,MALE,10,15
11/1/2016,EARLY,WHITE,UNKNOWN,0,0
11/1/2018,FLOYD,NATIVE-AM,MALE,10,24
11/1/2018,DEKALB,HISP-LT,MALE,2669,5704
11/1/2016,EARLY,ASIA-PI,UNKNOWN,0,0
11/1/2018,LINCOLN,NATIVE-AM,FEMALE,3,6
11/1/2018,PIERCE,ASIA-PI,MALE,3,15
11/1/2016,WALKER,BLACK,FEMALE,397,785
11/1/2018,WHITFIELD,NATIVE-AM,UNKNOWN,0,0
11/1/2018,BARROW,WHITE,UNKNOWN,25,43
11/1/2016,TURNER,ASIA-PI,FEMALE,4,10
11/1/2018,JONES,HISP-LT,MALE,22,53
11/1/2016,PICKENS,OTHER,MALE,12,27
11/1/2018,GLYNN,OTHER,FEMALE,109,283
11/1/2018,RICHMOND,HISP-LT,UNKNOWN,4,12
11/1/2018,WALTON,OTHER,UNKNOWN,1,2
11/1/2016,BANKS,BLACK,UNKNOWN,0,0
11/1/2016,OCONEE,HISP-LT,MALE,100,179
11/1/2018,EMANUEL,UNKNOWN,UNKNOWN,1,3
11/1/2018,CALHOUN,UNKNOWN,FEMALE,17,59
11/1/2016,MILLER,BLACK,MALE,156,435
11/1/2018,JOHNSON,BLACK,MALE,283,660
11/1/2018,CLAYTON,BLACK,FEMALE,44271,77068
11/1/2018,WHITFIELD,HISP-LT,UNKNOWN,5,9
11/1/2018,MILLER,NATIVE-AM,MALE,0,0
11/1/2018,BANKS,HISP-LT,FEMALE,30,92
11/1/2016,GWINNETT,ASIA-PI,FEMALE,8636,17242
11/1/2016,JONES,OTHER,UNKNOWN,1,1
11/1/2016,OGLETHORPE,BLACK,UNKNOWN,0,0
11/1/2016,LANIER,HISP-LT,UNKNOWN,0,0
11/1/2016,LIBERTY,UNKNOWN,FEMALE,584,1731
11/1/2018,EMANUEL,ASIA-PI,FEMALE,8,19
11/1/2018,DODGE,OTHER,MALE,5,14
11/1/2018,SUMTER,UNKNOWN,UNKNOWN,0,2
11/1/2018,MCDUFFIE,WHITE,MALE,2526,3783
11/1/2016,LAMAR,HISP-LT,FEMALE,17,32
11/1/2016,COFFEE,BLACK,FEMALE,2160,3757
11/1/2016,CLAYTON,HISP-LT,MALE,928,2286
11/1/2018,BULLOCH,WHITE,MALE,7912,12793
11/1/2018,JOHNSON,UNKNOWN,MALE,16,75
11/1/2016,CLAY,WHITE,UNKNOWN,0,0
11/1/2016,CLINCH,ASIA-PI,UNKNOWN,0,0
11/1/2016,JEFF DAVIS,WHITE,MALE,2024,3105
11/1/2018,CLAY,BLACK,MALE,212,421
11/1/2018,DEKALB,HISP-LT,FEMALE,3564,6711
11/1/2016,WARREN,HISP-LT,MALE,1,3
11/1/2016,CRAWFORD,NATIVE-AM,FEMALE,0,0
11/1/2016,LUMPKIN,BLACK,UNKNOWN,0,0
11/1/2018,BANKS,HISP-LT,UNKNOWN,0,0
11/1/2016,GRADY,WHITE,MALE,3072,4649
11/1/2016,WORTH,HISP-LT,UNKNOWN,0,0
11/1/2016,TALIAFERRO,WHITE,MALE,174,227
11/1/2018,FRANKLIN,BLACK,MALE,157,404
11/1/2018,BANKS,BLACK,FEMALE,47,95
11/1/2018,BIBB,NATIVE-AM,MALE,23,68
11/1/2018,STEWART,NATIVE-AM,UNKNOWN,0,0
11/1/2018,FANNIN,HISP-LT,FEMALE,31,53
11/1/2018,TERRELL,NATIVE-AM,FEMALE,2,3
11/1/2018,BROOKS,NATIVE-AM,FEMALE,2,8
11/1/2018,MADISON,ASIA-PI,UNKNOWN,0,0
11/1/2016,MARION,NATIVE-AM,MALE,1,3
11/1/2018,HENRY,ASIA-PI,MALE,506,1360
11/1/2016,GILMER,BLACK,FEMALE,14,22
11/1/2018,LONG,WHITE,UNKNOWN,1,3
11/1/2016,ROCKDALE,UNKNOWN,FEMALE,1860,3421
11/1/2018,TOOMBS,UNKNOWN,UNKNOWN,1,5
11/1/2018,BIBB,HISP-LT,FEMALE,255,610
11/1/2016,LONG,HISP-LT,MALE,53,151
11/1/2018,WALTON,UNKNOWN,MALE,2045,5060
11/1/2016,MUSCOGEE,WHITE,UNKNOWN,16,31
11/1/2018,CANDLER,OTHER,MALE,3,11
11/1/2016,SCREVEN,OTHER,MALE,6,11
11/1/2018,TIFT,HISP-LT,UNKNOWN,1,2
11/1/2016,COLQUITT,HISP-LT,MALE,114,355
11/1/2016,COBB,HISP-LT,MALE,4922,8788
11/1/2016,MERIWETHER,ASIA-PI,MALE,10,16
11/1/2018,JEFF DAVIS,HISP-LT,UNKNOWN,0,0
11/1/2018,ELBERT,UNKNOWN,FEMALE,102,265
11/1/2018,BARTOW,UNKNOWN,MALE,1325,4157
11/1/2016,COWETA,NATIVE-AM,MALE,8,17
11/1/2018,MORGAN,UNKNOWN,UNKNOWN,0,2
11/1/2018,THOMAS,OTHER,MALE,24,64
11/1/2016,WALTON,ASIA-PI,MALE,74,170
11/1/2018,BROOKS,UNKNOWN,MALE,128,319
11/1/2018,BALDWIN,WHITE,UNKNOWN,7,8
11/1/2018,MERIWETHER,ASIA-PI,FEMALE,6,14
11/1/2016,HARALSON,WHITE,MALE,4905,7389
11/1/2018,BRYAN,OTHER,MALE,48,131
11/1/2016,STEWART,ASIA-PI,FEMALE,1,7
11/1/2016,TURNER,BLACK,FEMALE,723,1236
11/1/2016,BRYAN,UNKNOWN,FEMALE,644,1174
11/1/2018,JEFF DAVIS,OTHER,FEMALE,8,17
11/1/2018,FANNIN,BLACK,FEMALE,6,19
11/1/2016,SEMINOLE,UNKNOWN,UNKNOWN,0,0
11/1/2018,DOUGHERTY,BLACK,FEMALE,12999,24421
11/1/2016,CHEROKEE,ASIA-PI,MALE,409,744
11/1/2018,LIBERTY,WHITE,MALE,2679,5682
11/1/2018,GILMER,UNKNOWN,FEMALE,306,621
11/1/2018,ROCKDALE,BLACK,UNKNOWN,15,27
11/1/2018,TERRELL,NATIVE-AM,UNKNOWN,0,0
11/1/2018,MUSCOGEE,ASIA-PI,FEMALE,440,1106
11/1/2018,BEN HILL,HISP-LT,UNKNOWN,0,0
11/1/2016,HARRIS,HISP-LT,FEMALE,100,186
11/1/2018,EFFINGHAM,ASIA-PI,MALE,37,95
11/1/2016,LOWNDES,BLACK,FEMALE,7455,13454
11/1/2016,LAURENS,NATIVE-AM,UNKNOWN,0,0
11/1/2018,WARREN,OTHER,MALE,2,10
11/1/2016,RANDOLPH,WHITE,FEMALE,680,938
11/1/2016,WARREN,UNKNOWN,FEMALE,16,41
11/1/2016,GREENE,WHITE,FEMALE,3121,3993
11/1/2018,IRWIN,BLACK,FEMALE,481,797
11/1/2016,HABERSHAM,UNKNOWN,MALE,331,678
11/1/2016,WALKER,NATIVE-AM,FEMALE,4,9
11/1/2016,ATKINSON,OTHER,MALE,3,9
11/1/2018,CHATHAM,HISP-LT,UNKNOWN,2,8
11/1/2018,BARTOW,HISP-LT,MALE,310,835
11/1/2016,HANCOCK,ASIA-PI,UNKNOWN,0,0
11/1/2018,BALDWIN,ASIA-PI,FEMALE,44,107
11/1/2018,BERRIEN,NATIVE-AM,FEMALE,1,7
11/1/2018,MARION,WHITE,MALE,942,1422
11/1/2016,APPLING,HISP-LT,MALE,23,75
11/1/2016,MILLER,HISP-LT,FEMALE,2,6
11/1/2018,APPLING,BLACK,UNKNOWN,0,0
11/1/2018,QUITMAN,HISP-LT,UNKNOWN,0,0
11/1/2018,ELBERT,HISP-LT,MALE,20,56
11/1/2018,WHITE,NATIVE-AM,MALE,3,10
11/1/2016,PUTNAM,OTHER,UNKNOWN,0,0
11/1/2016,PUTNAM,WHITE,FEMALE,3846,5271
11/1/2016,FULTON,UNKNOWN,UNKNOWN,393,968
11/1/2016,EMANUEL,OTHER,MALE,11,26
11/1/2016,BEN HILL,WHITE,MALE,1876,2721
11/1/2016,JEFFERSON,ASIA-PI,FEMALE,4,10
11/1/2016,HABERSHAM,UNKNOWN,UNKNOWN,5,9
11/1/2016,LOWNDES,WHITE,FEMALE,13048,20524
11/1/2018,GWINNETT,NATIVE-AM,UNKNOWN,3,6
11/1/2018,CALHOUN,HISP-LT,FEMALE,4,9
11/1/2018,WILKINSON,HISP-LT,UNKNOWN,0,0
11/1/2018,WALKER,WHITE,FEMALE,9915,18476
11/1/2018,PAULDING,NATIVE-AM,FEMALE,30,79
11/1/2018,HARALSON,UNKNOWN,UNKNOWN,3,3
11/1/2016,TIFT,UNKNOWN,MALE,150,400
11/1/2016,BIBB,ASIA-PI,MALE,248,490
11/1/2016,JACKSON,ASIA-PI,MALE,80,190
11/1/2016,TIFT,WHITE,FEMALE,5689,8238
11/1/2016,CARROLL,UNKNOWN,MALE,1469,3190
11/1/2016,TWIGGS,WHITE,UNKNOWN,2,2
11/1/2018,HARRIS,WHITE,FEMALE,6405,9683
11/1/2016,PIERCE,OTHER,FEMALE,8,15
11/1/2018,HARRIS,BLACK,UNKNOWN,1,4
11/1/2016,MCDUFFIE,NATIVE-AM,UNKNOWN,0,0
11/1/2016,MONROE,UNKNOWN,MALE,290,544
11/1/2018,DOOLY,OTHER,UNKNOWN,0,0
11/1/2018,LAMAR,BLACK,MALE,622,1257
11/1/2018,DOOLY,HISP-LT,MALE,11,40
11/1/2018,JONES,NATIVE-AM,MALE,9,13
11/1/2016,PUTNAM,HISP-LT,FEMALE,38,76
11/1/2016,BIBB,BLACK,FEMALE,19815,30703
11/1/2018,HENRY,UNKNOWN,UNKNOWN,33,65
11/1/2018,PUTNAM,HISP-LT,MALE,28,72
11/1/2018,MORGAN,HISP-LT,FEMALE,33,66
11/1/2016,TAYLOR,OTHER,UNKNOWN,0,0
11/1/2016,DAWSON,HISP-LT,FEMALE,48,87
11/1/2018,HARALSON,WHITE,FEMALE,5125,8850
11/1/2016,APPLING,BLACK,MALE,393,954
11/1/2016,GWINNETT,HISP-LT,MALE,7779,14948
11/1/2016,WALTON,HISP-LT,FEMALE,204,368
11/1/2018,CRISP,UNKNOWN,MALE,62,237
11/1/2018,BRYAN,UNKNOWN,UNKNOWN,5,15
11/1/2018,JONES,ASIA-PI,UNKNOWN,0,0
11/1/2018,WAYNE,BLACK,MALE,487,1069
11/1/2018,CHATTAHOOCHEE,WHITE,MALE,299,1035
11/1/2018,FLOYD,HISP-LT,MALE,194,568
11/1/2018,COLQUITT,OTHER,FEMALE,37,79
11/1/2016,SUMTER,OTHER,MALE,25,51
11/1/2018,LAMAR,NATIVE-AM,MALE,2,2
11/1/2016,BRYAN,NATIVE-AM,UNKNOWN,0,0
11/1/2018,DEKALB,UNKNOWN,UNKNOWN,29,201
11/1/2018,WARREN,NATIVE-AM,MALE,2,3
11/1/2018,COOK,HISP-LT,UNKNOWN,0,0
11/1/2016,CLAYTON,ASIA-PI,FEMALE,779,2124
11/1/2018,ATKINSON,WHITE,MALE,883,1451
11/1/2018,MCDUFFIE,BLACK,MALE,1027,2148
11/1/2018,PAULDING,ASIA-PI,MALE,110,287
11/1/2016,PUTNAM,UNKNOWN,MALE,159,305
11/1/2016,LIBERTY,NATIVE-AM,MALE,6,15
11/1/2018,JENKINS,ASIA-PI,FEMALE,1,5
11/1/2018,TALBOT,WHITE,FEMALE,626,943
11/1/2016,CANDLER,BLACK,FEMALE,430,753
11/1/2016,FLOYD,NATIVE-AM,MALE,11,19
11/1/2016,COLQUITT,WHITE,UNKNOWN,3,4
11/1/2016,DADE,HISP-LT,MALE,5,25
11/1/2018,SCREVEN,BLACK,UNKNOWN,0,1
11/1/2016,BRYAN,NATIVE-AM,FEMALE,6,17
11/1/2018,MARION,ASIA-PI,UNKNOWN,0,0
11/1/2016,JONES,BLACK,MALE,1193,1999
11/1/2016,EFFINGHAM,UNKNOWN,UNKNOWN,4,13
11/1/2018,EMANUEL,HISP-LT,UNKNOWN,0,0
11/1/2018,UPSON,OTHER,UNKNOWN,0,0
11/1/2016,BEN HILL,NATIVE-AM,MALE,0,0
